"Family","Genus","species","bar_code","plot_code","X","Y","Fe","sapwood_dens","bark_thick","twig_dens","twig_bark_thick","N","NH4","C13","P","K","chlor","C_N","Nodulation","log_lf_area","log_tough","log_lflt_area","log_LTD","log_SLA","log_moist","PC1","PC2","PC3"
"Clusiaceae","Tovomita","sp.B4","P01860130","P018",55,56,NA,0.8043,7,0.549,2.1305,0.019527502,0.423652,-32.8557882,0.0003054,0.00566,78.0713847022503,23.7878967129660,0,4.96307770332937,0.300104592450338,4.96307770332937,-10.1821352636766,2.51841451174233,-0.905598102335412,0.786933616774485,-0.347592182678482,0.809516772969021
"Clusiaceae","Tovomita","sp.B4","P01860252","P018",86,47,NA,0.7105,7,0.575,3.70487892,0.01832644,0.169553,-33.71245705,0.0003856,0.0058883,67.9897409822557,24.9284821274617,0,4.37952350445576,0.53062825106217,4.37952350445576,-10.2411526393015,2.30342086404144,-0.666115841508915,1.04117689208897,0.0612380941283606,-0.261439241211132
"Clusiaceae","Tovomita","sp.B4","P01860354","P018",11,60,NA,0.6968,3,0.721375703811646,0.79416673,0.015023952,0,-35.35124244,0.0005492,0.0048236,49.3485113247413,30.0902665956334,0,3.93508827835914,0.0519597389307112,3.93508827835914,-10.4434357638166,2.72712345276367,-0.702187925212094,0.776218029377497,-1.85796283912476,0.555322604693928
"Clusiaceae","Tovomita","sp.B5","P01860132","P018",55,63,NA,0.7917,8,0.688,1.284,0.019401875,0.445282,-33.145731,0.000456,0.0066329,71.9778450421223,23.6863192861515,0,4.8734145645474,0.561518738081509,4.8734145645474,-10.258851668057,2.32266815726385,-0.886004039269283,0.868060161661543,-0.667275483222081,1.11454610203475
"Clusiaceae","Tovomita","sp.B5","P01860376","P018",3,53,NA,0.7236,2.5,0.541728652,2.76302567,0.017132871,0,-31.10349101,0.0005223,0.0026043,69.9036094948019,29.7831012345463,0,5.05326897984578,0.662687973075237,5.05326897984578,-10.1904242298698,2.22615261602963,-0.762926075167862,1.74073516890882,0.709472681631323,0.251689254949774
"Clusiaceae","Tovomita","sp.B5","P01860451","P018",48,85,NA,0.7328,9,0.703502243,3.4171798,0.018007094,0.30038,-30.28725675,0.0007641,0.00618,76.0330726254637,25.8083471916413,0,5.3135343323529,0.63833894406495,5.3135343323529,-9.98313187278399,2.20046356638167,-0.59783700075562,1.04889958360308,0.667876673236895,-0.230405031022722
"Clusiaceae","Tovomita","sp.B5","P01860500","P018",25,98,NA,0.6826,7,0.658,4.6103904,0.014208404,0.18262,-30.91000051,0.0005336,0.0017853,69.1644912700832,33.1274307308845,0,5.26605240596076,0.695644060758532,5.26605240596076,-9.97429691727287,2.08446316587858,-0.274042186747746,2.41902258392246,1.33083124510888,-1.30506660961798
"Clusiaceae","Tovomita","sp.B5","P01860503","P018",19,98,NA,0.7957,5,0.713304596,1.84173103,0.019306449,0.262564,-34.95017446,0.00034,0.0063,80.4201846896647,25.0299275646184,0,5.20345708552408,0.559615787935423,5.20345708552408,-9.98867867977158,2.08816557691245,-0.696151689580244,1.86342761308583,-0.270170595931688,1.31535677190938
"Clusiaceae","Tovomita","sp.B6","P00610178","P006",27,160,NA,0.7795,6,0.787,2.17354011,0.016195418,0.419014,-31.60857141,0.0005046,0.0032494,72.6508579244267,30.5402016792651,0,3.6541154616776,0.0892311337279426,3.6541154616776,-9.8241552406199,2.00545683609021,-0.682602966684274,2.3133155940778,-1.60320850940746,-0.49013420816787
"Clusiaceae","Tovomita","sp.B6","P00610265","P006",34,199,NA,0.831,5,0.799352407455444,1.504,0.01720812,0.565308,-33.19085811,0.00039,0.0020665,75.5007903310181,29.2484471284487,0,3.41444260841218,0.0456105112520523,3.41444260841218,-10.0295900245129,2.20647778281670,-0.758859723925327,2.10249954282990,-2.34001641134152,0.316009901388681
"Clusiaceae","Tovomita","sp.B7","P00612352","P006",60,157,NA,0.52238806,6,0.421752965,1.713,0.016112618,0.411926,-32.08112081,0.0004453,0.00217,61.6550571960635,31.1462865935256,0,3.04293387503829,0.506817602368452,3.04293387503829,-10.2873473852483,2.39060868899859,0.238891908407349,0.27775091804691,0.535980505259124,-2.82150124733433
"Clusiaceae","Tovomita","sp.B8","P00610601","P006",78,196,NA,0.8224,6,0.799,2.58078721,0.019467907,0.461067,-32.3663156,0.00058,0.0064344,83.6528876724388,25.8018201956687,0,2.98061863574394,0.267479365134261,2.98061863574394,-10.0131646875399,2.23551171625329,-0.51015917922283,1.09842412495247,-1.87537719572437,-0.195072416095579
"Clusiaceae","Tovomita","sp.B9","T10004","T1",103.5,17,NA,0.76571,6.4,0.810800882,2.85166048,0.012584437,0,-33.55394674,0.0003008,0.00162,100.528205981176,38.2347749049083,0,4.72792103647042,0.68980827929443,4.72792103647042,-10.1242827520417,1.87279272635851,-0.768948893976227,4.23554024818407,0.0095227167121311,0.109239430923899
"Clusiaceae","Vismia","cayennensis","NH200653","NH20",44,383,NA,0.5355,4,0.472,1.515,0.018984225,0.502668,-34.44503012,0.0004682,0.0043092,64.6803596930849,25.9905047480211,0,3.47196645255036,0.343589704390077,3.47196645255036,-10.0730281371334,2.44353822073936,-0.545762193646887,0.275266206267296,-0.381768076883825,-0.665312551221639
"Combretaceae","Buchenavia","grandis","M17116531","M1711",73,2,NA,0.5462,2.55,0.597,2.175,0.026463006,0.443578,-34.39152517,0.0007531,0.0079969,34.2945890005256,16.9599186620718,0,3.82864139648910,0.29266961396282,3.82864139648910,-10.8096725990245,3.45020496076885,-0.171856506946191,-3.51815411792386,-0.919933862397168,0.296355055383458
"Combretaceae","Buchenavia","grandis","P01860255","P018",83,54,NA,0.7486,2,0.69,0.943,0.021525441,0.508286,-33.217246222,0.0006442,0.0061639,63.3381773769983,22.4563608384863,0,2.81140871408936,0.212419587951234,2.81140871408936,-10.3981552244013,2.99773829228086,-0.595838998092947,-0.948042967388503,-2.45161967889632,0.74519785017762
"Combretaceae","Buchenavia","grandis","P01860516","P018",93,55,NA,0.7493,3,0.778128701,2.1215,0.026373803,0.341145,-33.15449054,0.00072,0.0163549,67.7333011797964,17.3832725578379,0,4.29091595793331,0.440403159469445,4.29091595793331,-10.4730209889510,2.87830428849605,-0.669821355256449,-2.16388592553307,-1.13307899674482,2.03307941588454
"Combretaceae","Buchenavia","guianensis","NL110030","NL11",105,39,2.030376e-05,0.7135,4,0.723,2.128,0.014654775,0.358745,-30.40251486,0.0004453,0.0038623,86.2924597620543,32.580373632485,0,4.09378885228838,1.20197080165526,4.09378885228838,-9.88175849701407,1.80970723085889,-0.429092038739321,2.93700918660495,0.452835666476740,-0.335325839790045
"Combretaceae","Buchenavia","tetraphylla","P01860129","P018",56,56,NA,0.7101,3,0.713304596,2.584,0.013586664,0.499074,-29.83471417,0.00044,0.00207,60.8547830192141,35.2183510242102,0,3.09406817427485,0.704746316403297,3.09406817427485,-9.87656760612196,2.03743595784763,-0.59783700075562,2.71030480361845,-0.985620838164864,-0.962657186123211
"Combretaceae","Buchenavia","tetraphylla","P01860155","P018",67,21,NA,0.6774,5,0.72233259677887,3.04829542,0.025580256,0.684996,-29.56507941,0.0013639,0.01236,61.1763032219166,19.6167068214401,0,2.73002910782099,0.371563556432483,2.73002910782099,-10.2581293305145,2.39833014995243,-0.798507696217772,-2.16225332464561,-1.42515339439420,0.183562483600532
